,R_Cost
338,152460.0
339,208735.36620895454
340,2309.322103753259
341,1978.1288502208627
342,180575.60935102915
343,3189.5933010240815
344,2202.7754683853227
345,0.0
346,0.0
347,85219.23114675577
348,1816.951431564802
349,0.0
350,8067.330057102643
351,269530.0
352,0.0
353,437587.49668099364
354,2846.8401984786005
355,55564.196923177864
356,4929.2637117126105
357,0.0
358,20550.544876341715
359,14692.697636673172
360,3567.971797695388
361,0.0
362,16302.099916807625
363,2282.209536232932
364,5369.355241869661
365,14733.004600949584
366,29785.358631022475
367,3683.216838876077
368,10646.817335664708
369,1906.631680982844
370,117341.56485056417
371,0.0
372,1435.8485071611196
373,113940.0
374,130688.89998068487
375,2306.6089805851766
376,17421.065024123483
377,22976.64981275845
378,17479.39986465043
379,124580.54019069174
380,251318.24519566516
381,2939.558944068511
382,168090.72736585865
383,3407.194526154885
384,6337.731638827793
385,1346.4196852076848
386,1573.6205359192518
387,74482.88095827069
388,0.0
389,2994.8937550450546
390,2367.51770149699
391,0.0
392,279220.0
393,5408.049590029218
394,178840.0
395,0.0
396,4225.823253234048
397,0.0
398,0.0
399,2334.810577711828
400,13140.252401426147
401,0.0
402,0.0
403,3568.37069164617
404,128824.77909561984
405,0.0
406,3003.776274929435
407,45664.345034719365
408,26903.043061256016
409,1934.659185579796
410,1672.3963072769357
411,1311.614216903852
412,63010.0
413,6846.170421182562
414,5990.935280066118
415,63010.0
416,0.0
417,26958.451548960373
418,271920.0
419,5417.483213708933
420,273260.0
421,435472.83712082315
422,209020.0
423,19662.037253306396
424,0.0
425,0.0
426,60908.905773113576
427,131023.14908864221
428,5220.9819764861595
429,0.0
430,844.5853691605599
431,889.2817755024729
432,114676.85876502337
433,98479.16414491406
434,194050.0
435,0.0
436,24410.0
437,3012.928327532552
438,0.0
439,150730.60404936597
440,3671.113592568231
441,6890.5266657769025
442,286480.0
443,0.0
444,22661.273877952204
445,19103.673910884092
446,73830.0
447,0.0
448,171790.0
449,4770.06910094779
450,207481.70717852112
451,1507.0566101270529
452,11320.34945388478
453,0.0
454,0.0
455,0.0
456,0.0
457,1454.4709735092372
458,1355.4828946210525
459,57594.99908032941
460,11641.907557804954
461,10591.963395271805
462,10651.885856328616
463,3149.0332127032793
464,15819.791372137272
465,111240.0
466,1822.8212850279913
467,90130.55309983336
468,3572.831106831724
469,28528.52392363179
470,1736.9667044011833
471,2222.117890413292
472,2060.5932547600887
473,4305.163247664088
474,0.0
475,12840.305818058485
476,3733.790686222972
477,49622.34721530228
478,594.9657894680593
479,0.0
480,26888.541130194284
481,2496.363498662293
482,2291.4744379267813
483,0.0
484,0.0
485,4631.224434173513
486,11662.476643036653
487,11106.977866660902
488,12092.07487150038
489,0.0
490,1373.1619557070435
491,0.0
492,1747.0143000212984
493,199699.58213586838
494,207540.0
495,0.0
496,5526.945182697333
497,770220.0
498,62349.09187096778
499,0.0
500,1759.139259961468
501,85722.51179091373
502,29175.2246410512
503,116350.0
504,14711.553809696703
505,1178.5787924236595
506,208920.0
507,2174.9009297227803
508,11129.855020605197
509,50559.31443758243
510,0.0
511,11038.63546177503
512,4373.6910201876835
513,161078.73902827286
514,21165.418713657495
515,16996.845836143646
516,195320.0
517,129200.0
518,1996.9463492074926
519,4874.729339978132
520,374770.0
521,201584.26486485053
522,2001.0796935027622
523,0.0
524,11943.817826938002
525,9284.102674103051
526,10867.534526260964
527,0.0
528,8287.5847600708
529,2480.068756684994
530,715309.5106220496
531,8179.99408195981
532,0.0
533,15099.948318457406
534,0.0
535,0.0
536,17817.124232515383
537,4082.5547059655732
538,1004.2280433546076
539,281781.4924091224
540,313653.7133556806
541,12975.84266398985
542,10017.705109256303
543,4231.493133810972
544,4449.086387636187
545,19101.736813876123
546,3387.6692738984802
547,222130.0
548,4241.802490523284
549,14310.999454314602
550,115042.30549689423
551,3729.228672401115
552,0.0
553,0.0
554,59209.10121655466
555,0.0
556,19893.127797920282
557,2248.978984794596
558,6082.170759388313
559,62760.0
560,1963.2401491977912
561,0.0
562,0.0
563,26648.20862719776
564,3034.6161581033894
565,3292.0898309900144
566,34023.298196214004
567,211080.0
568,3355.3425746942794
569,12920.831730261641
570,164103.4068118005
571,1095.7835249066522
572,11275.256775297234
573,106160.0
574,108690.0
575,9793.868514593818
576,2093.588149050144
577,12933.944327733403
578,45030.0
579,0.0
580,3242.380301448463
581,150640.0
582,77483.45731796342
583,0.0
584,2317.8799459278052
585,4073.6419348361733
586,18108.153453702245
587,25423.262952538273
588,15689.407074779761
589,0.0
590,23444.584298778864
591,816400.0
592,1443.034490054308
593,1830.4745552515965
594,0.0
595,0.0
596,17170.66004037467
597,3429.795163509556
598,3313.063437987746
599,163088.09540945452
600,156432.41963582888
601,149016.59131952218
602,141104.6536210677
603,165302.3448523996
604,137718.76906944843
605,149834.11330526197
606,0.0
607,12328.401051965348
608,172000.0
609,12732.286855931743
610,0.0
611,20941.62052933127
612,11053.020971380645
613,231618.15303687792
614,4497.404505891769
615,0.0
616,5148.342206791968
617,19264.10514260013
618,16949.395383789088
619,1363.6707339762743
620,0.0
621,0.0
622,2602.988862045638
623,122463.85664629455
624,24067.873285894126
625,145680.0
626,0.0
627,1765.8972653695594
628,0.0
629,0.0
630,0.0
631,4284.001719806099
632,10336.325136108486
633,2552.1186609645856
634,0.0
635,4852.686377475834
636,9601.1179204305
637,202059.75086884268
638,12947.439020897393
639,13083.358206441517
640,1920.2723212440546
641,4560.85945993155
642,117168.0602615532
643,0.0
644,8265.116575971968
645,3423.729303457389
646,166920.0
647,0.0
648,0.0
649,285583.88006883423
650,0.0
651,294449.86955207324
652,307110.0
653,152569.04803727168
654,6279.916577739032
655,6514.174069829134
656,2126.272287108761
657,557300.0
658,1770.348384743234
659,0.0
660,0.0
661,0.0
662,270552.8289163891
663,2131.6725686522195
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,2220.143703360205
670,9547.579198807158
671,126830.0
672,3271.8267400663126
673,0.0
674,0.0
675,3440.8219435811193
676,3692.3074203223496
677,850.085415616568
678,127129.16632795733
679,109241.00830540797
680,20695.198723113477
681,9188.809959481281
682,3569.550072283548
683,18765.26314013378
684,3189.2518605866417
685,2074.486336714383
686,2002.700507957257
687,3196.495632678836
688,0.0
689,20959.04569727337
690,1632.9470735796679
691,8857.736617268556
692,0.0
693,2813.4584713313197
694,821.3192746682879
695,0.0
696,425200.0
697,0.0
698,896.7381749974819
699,2303.0256755483265
700,113470.36127173855
701,3307.413480625995
702,113237.8262984319
703,3449.5217187651156
704,2886.8818241327813
705,3863.488562603722
706,55030.0
707,718910.0
708,20673.762063855032
709,2981.128692540926
710,0.0
711,3201.6335184875124
712,15217.361778215713
713,10949.081254304634
714,182955.70374072873
715,2866.7583142272438
716,3733.4259679533156
717,60356.08025861738
718,0.0
719,3774.946726461852
720,163798.09389218243
721,16270.085670693275
722,3252.336417394277
723,13816.978572157208
724,8311.527290560269
725,8413.749338190235
726,90575.53520035485
727,94688.16525670345
728,4065.3442361146194
729,139820.0
730,2485.704875573155
731,9750.532767420313
732,1831.561843076539
733,0.0
734,116822.59151309657
735,0.0
736,0.0
737,0.0
738,15666.684298121132
739,21872.843091645896
740,198360.0
741,855.7565468181804
742,0.0
743,175881.28253053394
744,3971.2298129080027
745,153340.0
746,0.0
747,2905.332133506048
748,140900.0
749,0.0
750,2316.4703586860546
751,2288.286925168759
752,116200.0
753,11816.534202620955
754,183860.0
755,3939.898842382525
756,208821.18424264347
757,0.0
758,0.0
759,0.0
760,8788.112251749108
761,13355.380449601775
762,2608.664528424283
763,127057.18462190048
764,135870.0
765,532.9523191220948
766,13363.914274781246
767,160250.0
768,19000.7061048056
769,132458.71232629404
770,0.0
771,17751.68863882965
772,9443.985622227727
773,91340.0
774,8929.962578478062
775,9407.165266332559
776,91340.0
777,943.5349751937163
778,1010.2157378797335
779,2381.634793549378
780,11584.245711453776
781,10609.893231904802
782,0.0
783,1717.437506020029
784,93531.7296322563
785,98010.51628349877
786,83140.70129884999
787,0.0
788,0.0
789,3087.1982739416803
790,2932.3140190002346
791,1176584.1306301162
792,1202200.7384613843
793,1205035.5647765396
794,45850.29522572088
795,1197870.3426071375
796,44753.534189623395
797,1090457.031236235
798,1103694.6259779222
799,1129298.615577222
800,1101582.2396406177
801,1125418.0617002167
802,1114116.9834629018
803,1159873.4240786599
804,58951.15539055964
805,247285.32974524688
806,0.0
807,0.0
808,0.0
809,0.0
810,260760.80958180688
811,406060.3563557999
812,421810.0
813,22408.212585143683
814,246830.0
815,1916.6484059811492
816,126896.14858154213
817,71270.38836240217
818,132515.00567327233
819,0.0
820,11511.530618404615
821,2872.2675966908578
822,122015.64472279396
823,37669.67867358896
824,1081.3352723767705
825,116290.0
826,4032.7925944530525
827,4818.667815041869
828,24495.714543073133
829,3579.9107267114396
830,2301.2527408675965
831,0.0
832,61723.50385819693
833,3048.0808835327584
834,43324.520440092805
835,4144.601694316289
836,2706.6961121032864
837,1919.1356530175888
838,299056.0
839,10367.862326950713
840,167000.0
841,0.0
842,3353.880918359687
843,7241.808472012057
844,0.0
845,34958.30206395119
846,3370.321569840352
847,0.0
848,76050.85708751764
849,2667.4930548350644
850,3175.549212186605
851,3354.749234589873
852,422680.0
853,5092.335388627378
854,2113.010831711802
855,0.0
856,0.0
857,231679.69162107861
858,97434.42692997822
859,35901.778845158726
860,880.2800782838272
861,875.1596724817781
862,0.0
863,120769.32518123451
864,115726.54048329673
865,22953.392792850165
866,12355.188374998712
867,0.0
868,194546.60890276122
869,218741.0088345386
870,42754.58625009141
871,11977.388274639541
872,2358.516541464101
873,0.0
874,3912.2003759958484
875,480120.0
876,0.0
877,0.0
878,970.1518756288183
879,45493.53853112853
880,45274.79794828103
881,4673.659955562047
882,111529.1398604543
883,10721.218861040745
884,106774.46673110817
885,104496.88586680059
886,0.0
887,258118.6447177936
888,0.0
889,251347.356027093
890,264711.2878142839
891,1309775.8058874188
892,255476.25220959543
893,0.0
894,268173.5502379198
895,266314.7723276843
896,251372.40572539638
897,1346534.0173915778
898,286088.1409116076
899,0.0
900,279105.25936935376
901,1321928.112888813
902,240637.37874167584
903,270300.24380213866
904,1267801.9438222519
905,0.0
906,30861.64639189838
907,0.0
908,91190.0
909,89515.82732940346
910,3959.490124774687
911,119839.31136491112
912,0.0
913,1855.3689751172028
914,119580.0
915,2567.5262421132093
916,308661.19814668986
917,0.0
918,1954.6619878437245
919,120300.0
920,0.0
921,151770.0
922,90526.23318264385
923,27127.710286937832
924,1746.7088831501496
925,9960.660772325278
926,0.0
927,28950.0
928,2327.4492240783784
929,11631.710906058799
930,20022.47504220658
931,5686.937587919944
932,220170.0
933,59393.23640946532
934,14606.086121608569
935,73376.84839365783
936,0.0
937,1310.5395610074722
938,6448.951440371872
939,185085.4615322421
940,14841.927685429422
941,2890.2888575818693
942,0.0
943,2537.1904533261036
944,1801.2662158509154
945,0.0
946,3501.9723276645095
947,0.0
948,83154.48639233033
949,156909.5173089157
950,2635.3059596130283
951,0.0
952,2113.4142444384297
953,54078.424949053326
954,14266.25727503628
955,14826.729069835492
956,13797.422291078603
957,194959.69051451856
958,204920.0
959,2020.5183142423036
960,189949.55536239376
961,1563.432197631787
962,115260.0
963,9281.212181272294
964,1658.398052197583
965,74892.04947036183
966,3034.724522549576
967,1534.2790451600504
968,0.0
969,0.0
970,1503.3838028950192
971,2842.1241197892964
972,0.0
973,135190.0
974,221689.20176913386
975,0.0
976,1865.686956390687
977,0.0
978,0.0
979,0.0
980,3455.204879218062
981,1836.7559085358107
982,5515.218769775181
983,0.0
984,126282.39345992345
985,2251.4297804846697
986,13697.390468600315
987,43142.17204098189
988,0.0
989,0.0
990,1521.7294800779443
991,3761.5185933574385
992,2381.4749762118845
993,9873.179008679794
994,6406.712428217311
995,0.0
996,5276.067505708345
997,17414.391328554168
998,0.0
999,13037.149944725892
1000,266110.0
1001,2583.4312674155867
1002,16515.014948051594
1003,3635.8771324047157
1004,204170.0
1005,109198.02052182947
1006,2006.6788107185428
1007,2683.1137599267704
1008,0.0
1009,140065.3343000873
1010,191986.33591148743
1011,3626.1990408867327
1012,0.0
1013,2702.9620567644533
1014,212893.04399695795
1015,22353.399920292853
1016,18467.86823895719
1017,2405.140098920224
1018,70350.18603188367
1019,0.0
1020,13940.623935606847
1021,138209.1685098038
1022,261523.112539016
1023,51250.737048400915
1024,2844.0189057126017
1025,159564.0350256793
1026,16576.331994195207
1027,1739.3463229684414
1028,12142.90619797423
1029,127047.39878806718
1030,0.0
1031,196720.0
1032,3503.5956950169802
1033,21678.572312317352
1034,1840.1618440061711
1035,0.0
1036,3462.9802106535285
1037,916.6831536036822
1038,0.0
1039,6419.773951153977
1040,0.0
1041,1421.8654353613817
1042,6875.785803551372
1043,985.4326257723401
1044,0.0
1045,3903.7239988847946
1046,19791.683064398043
1047,54220.81825238993
1048,181830.0
1049,2403.935888429297
1050,2030.0781098444124
1051,38475.95516704067
1052,190340.36280050973
1053,353770.1840306708
1054,21996.090870634453
1055,0.0
1056,1965.7211770020772
1057,11832.040641820897
1058,173916.2213985409
1059,651902.3093934609
1060,8717.9933137731
1061,2583.5621528088927
1062,3328.644504987746
1063,0.0
1064,0.0
1065,776.5110647794335
1066,1948.7695689442437
1067,2774.1724436670543
1068,11350.15684345726
1069,2347.9507454779364
1070,99855.23759501672
1071,2076.596080984726
1072,0.0
1073,1051.3481273020266
1074,0.0
1075,8299.007330142727
1076,11403.630420992873
1077,18656.621940902336
1078,147623.75329751414
1079,103160.0
1080,2040.2415012671975
1081,21081.57844855302
1082,208490.0
1083,247520.0
1084,4437.7826762864015
1085,11898.576974414214
1086,2040.214550154315
1087,11710.881717963035
1088,2080.687849495061
1089,13472.744249702122
1090,0.0
1091,1569.4586014714723
1092,8264.229013627113
1093,2008.9212507808747
1094,2085.584110457377
1095,356423.40427771426
1096,3768.862719903337
1097,14402.466758560651
1098,0.0
1099,184531.89717096172
1100,0.0
1101,8864.93895722593
1102,8515.160974689774
1103,84828.18692651668
1104,3863.710746082978
1105,0.0
1106,2810.1259872468595
1107,0.0
1108,11178.391094503771
1109,750.1193691843115
1110,23030.11611828681
1111,224540.0
1112,0.0
1113,0.0
1114,5411.977469807729
1115,131535.83749163602
1116,2324.508045118969
1117,191230.0
1118,215964.54642480667
1119,1153778.360133992
1120,235090.0
1121,897.9562954399884
1122,0.0
1123,0.0
1124,1753.8834033310052
1125,19326.309740367287
1126,28384.013359394572
1127,29380.0
1128,57579.498510867925
1129,129230.0
1130,4141.208937903223
1131,57533.67536601641
1132,3299.544859295432
1133,387004.75041328836
1134,1099.0406914155467
1135,205470.0
1136,115630.0
1137,74148.96289067675
1138,172237.4834282331
1139,0.0
1140,2278.597953668384
1141,2036.7007673654168
1142,7810.971642335733
1143,75549.04717925443
1144,73380.33836418619
1145,2328.835709602749
1146,2842.811491571874
1147,1167.7453107209797
1148,2629.6824254108506
1149,194232.9141681351
1150,3262.7791664197475
1151,12278.761177800347
1152,0.0
1153,12897.132829071377
1154,0.0
1155,0.0
1156,119266.03405584642
1157,188727.52893645715
1158,2859.1939816575928
1159,8411.035683403814
1160,41207.41683775944
1161,8959.579912616373
1162,12891.75227441462
1163,0.0
1164,3297.4505297055803
1165,3162.977223214193
1166,3476.633726506818
1167,2958.3514392826337
1168,42934.76657752471
1169,0.0
1170,3256.964620382315
1171,3385.1529712451716
1172,163307.10418905236
1173,0.0
1174,15198.422047652026
1175,8084.426727884371
1176,8007.208935479782
1177,1555.8068546613886
1178,2633.0600060585043
1179,0.0
1180,0.0
1181,2091.2050336550433
1182,1794.9271392621604
1183,0.0
1184,9870.71933876588
1185,1827.1068539315356
1186,0.0
1187,0.0
1188,84449.02245765766
1189,2496.8089057597713
1190,0.0
1191,4097.8149242510935
1192,72001.03063782936
1193,4631.086498511813
1194,1573.0902378800631
1195,44369.065178123776
1196,159924.38877941173
1197,31158.593581636003
1198,271394.4810738255
1199,156335.80640511884
1200,190768.64296333218
1201,0.0
1202,2283.4575609333815
1203,5135.37426242793
1204,23780.77479042653
1205,2069.026884448449
1206,0.0
1207,111910.0
1208,92088.74686741582
1209,27711.691813302044
1210,8189.339888923337
1211,0.0
1212,179930.0
1213,19350.945895071105
1214,269022.4697136019
1215,263304.93198495166
1216,0.0
1217,51981.95046410208
1218,99600.0
1219,5142.627449645274
1220,294305.1250759758
1221,0.0
1222,10444.593311007455
1223,0.0
1224,0.0
1225,0.0
1226,3378.3596581954685
1227,0.0
1228,286440.0
1229,0.0
1230,0.0
1231,0.0
1232,24038.579845073455
1233,100110.06715545902
1234,2621.1270161531556
1235,21767.926245403607
1236,4431.037380502703
1237,0.0
1238,166940.0
1239,2425.416990108217
1240,206804.23766017723
1241,11129.466548908846
1242,48442.61886072588
1243,10338.741850571574
1244,2460.517828030107
1245,0.0
1246,202749.36550559083
1247,15568.307340852098
1248,180411.2219812215
1249,352650.0
1250,2246.00812347115
1251,4604.746618799287
1252,0.0
1253,0.0
1254,0.0
1255,118980.0
1256,11299.384863009995
1257,6353.826288674518
1258,2651.3095435740192
1259,512770.0
1260,3886.9895455274204
1261,2909.740558247234
1262,394135.14906747674
1263,209513.53893583477
1264,1745.7402164926375
1265,0.0
1266,8722.608450752388
1267,2782.293346314902
1268,13404.810753642885
1269,2394.9074779781686
1270,4517.234336701276
1271,10064.199382757162
1272,14668.191160217433
1273,0.0
1274,0.0
1275,0.0
1276,2118.631615130748
1277,163670.0
1278,163670.0
1279,126346.16305165559
1280,202220.0
1281,2116.0084955362486
1282,0.0
1283,3412.898949499879
1284,121439.54806404695
1285,0.0
1286,8070.571853667569
1287,18061.831748435798
1288,2648.975344320007
1289,174670.0
1290,174670.0
1291,3576.7054797283517
1292,2094.161342912608
1293,1915.8230078595943
1294,5443.85205984171
1295,3570.7372690324987
1296,2374.866635538018
1297,2344.4511108013485
1298,39982.09446892185
1299,36144.99752953131
1300,242680.0
1301,0.0
1302,1588.9541066452832
1303,2014.602628748354
1304,0.0
1305,58882.945782475894
1306,20892.007460431516
1307,1963.0919658853345
1308,46956.753126948446
1309,3191.018185905618
1310,2186.5691873988803
1311,19473.443618552
1312,1615.8405686596946
1313,3950.5628902223257
1314,3235.431092982266
1315,3518.2806908299194
1316,0.0
1317,10282.004160941611
1318,39978.20085959223
1319,2213.7156240393047
1320,3670.5489703918297
1321,356660.0
1322,1957.189136344016
1323,1780.5501796324338
1324,208850.0
1325,17526.786729075582
1326,158210.0
1327,205065.3129295629
1328,3998.1823268758176
1329,2243.5376896317616
1330,1510.0321727728804
1331,0.0
1332,2272.718494780327
1333,85580.0
1334,142120.0
1335,2238.5003367378285
1336,927.3309996798243
1337,26194.62659073692
1338,11178.08832292113
1339,2105.0705045104446
1340,0.0
1341,0.0
1342,130330.0
1343,15500.498309473298
1344,13273.00673593163
1345,10985.987594644352
1346,1791.6635307308727
1347,1163177.468978429
1348,2351.470285224519
1349,167585.56605431763
1350,135799.78396660325
1351,523990.0
1352,0.0
1353,3750.5701436442955
1354,405077.82298365876
1355,389038.6843528471
1356,3098.3537490819767
1357,4061.538949893993
1358,21369.981197281264
1359,0.0
1360,10296.131215856743
1361,246410.0
1362,2312.7365044190997
1363,0.0
1364,75290.0
1365,144870.78828208955
1366,1852.3239435832982
1367,0.0
1368,2822.652203309562
1369,4011.2043799926705
1370,6814.037533558727
1371,921.8564306446126
1372,0.0
1373,0.0
1374,621.6460668629901
1375,16598.737524925797
1376,10811.317355995012
1377,929.2325129399534
1378,3709.8635135224968
1379,3301.812567261952
1380,3674.8294345718564
1381,3184.9308375722085
1382,123077.36314791677
1383,1885.0659711972899
1384,2164.5154533992004
1385,18155.860356662084
1386,23967.033669249107
1387,2783.382709514483
1388,3801.759484996505
1389,17593.099655900354
1390,2969.605934440934
1391,12847.657334924334
1392,7148.82176220242
1393,1414.1097060379477
1394,595657.3963593811
1395,9292.745411033446
1396,3795.482881526289
1397,1987.3148745836054
1398,17895.73862007952
1399,19539.24199656763
1400,5341.445293004619
1401,5677.00077271007
1402,1191.173368379454
1403,0.0
1404,5855.673813897094
1405,281900.0
1406,7084.3921717058565
1407,14872.43630920064
1408,2217.3167198430037
1409,0.0
1410,173520.0
1411,0.0
1412,2501.9096597303687
1413,40274.206659712094
1414,163800.18732472628
1415,0.0
1416,0.0
1417,229360.0
1418,3065.3762354797973
1419,5844.991447127397
1420,2244.990981402989
1421,2335.4930779525635
1422,3039.717079386969
1423,0.0
1424,143482.0246489339
1425,10857.451447838384
1426,1562.8280171467884
1427,4152.714739259411
1428,18788.027321500223
1429,0.0
1430,0.0
1431,0.0
1432,18924.294884688705
1433,3921.3152904581416
1434,74219.67764781143
1435,3106.9409040827486
1436,7805.060794480905
1437,12790.582166867827
1438,48996.662580960314
1439,51142.860901678054
1440,0.0
1441,99090.0
1442,0.0
1443,24278.20126174778
1444,150300.0
1445,1993.0623984440085
1446,179400.0
1447,5120.7029922199845
1448,0.0
1449,1815.5506423411227
1450,2675.137157035147
1451,2995.502541374111
1452,3009.032596879838
1453,12448.534446332347
1454,24517.906101085697
1455,0.0
1456,1239.5555443716069
1457,3410.180017863604
1458,2996.2496939985012
1459,72930.0
1460,443425.904156174
1461,2968.6550051948147
1462,206970.98296054328
1463,1789.2338774894736
1464,9515.093827418836
1465,0.0
1466,176060.0
1467,0.0
1468,0.0
1469,0.0
1470,0.0
1471,162644.2252812083
1472,3773.321621270626
1473,1119.9228514148583
1474,8559.68043736581
1475,1835.4077664353993
1476,29195.8393510256
1477,63500.0
1478,60440.212550512275
1479,31473.643187358237
1480,64086.22701654743
1481,14661.05829393123
1482,13351.27108876595
1483,136140.0
