id,x,y,idt,taxval,landuse,yearbuilt,storey,Str_old,Structures,type,Area_ft2,o_mph,o_DS1,o_DS2,o_DS3,o_DS4,o_dmg
147020,-77.562,34.911,3214,165060,Building Site,1970,1,Single Family,Single Family,A10,2196.589911,118.24,0.613,0.191,0.027,0.036,1
75479,-77.477,34.465,51842,422680,Waterview,2001,2,Beach House,Beach House,A26,908.3101408,151.85,0.997,0.982,0.929,0.861,4
135075,-77.457,34.808,32928,54000,Residential,1983,1,Duplex,Duplex,A10,2154.486217,128.7,0.814,0.434,0.139,0.137,2
98958,-77.529,34.725,44025,107600,Residential,1986,1,Single Family,Single Family,A10,1725.28224,131.96,0.858,0.517,0.202,0.188,1
124739,-77.428,34.777,14184,146330,Residential,1959,1,Single Family,Single Family,A10,2771.049167,131.92,0.858,0.515,0.201,0.187,0
102920,-77.223,34.733,63461,189120,Residential,2003,1,Single Family,Single Family,A62,2814.3954,141.84,0.909,0.561,0.243,0.187,0
24543,-77.212,34.647,53199,239000,Residential,2006,2,Single Family,Single Family,A26,1711.011198,148.15,0.995,0.971,0.894,0.811,4
48145,-77.45,34.801,75144,195460,Residential,2012,2,Single Family,Single Family,A30,1784.812485,129.4,0.916,0.585,0.292,0.21,3
80110,-77.38,34.533,30256,340420,Waterfront River/Creek,1982,1,Single Family,Single Family,A14,1696.831424,150.37,0.968,0.75,0.426,0.313,2
120088,-77.349,34.767,42176,49030,Residential,1983,1,Duplex,Duplex,A14,1808.749635,135.12,0.848,0.414,0.123,0.072,1
103935,-77.338,34.737,55807,42860,Townhome,1996,2,Town Home,Town Home,B32,3239.781263,137.72,0.455,0.108,0.014,0.01,1
105989,-77.648,34.747,14950,35390,Building Site,1990,1,Multi-Section MH,Multi-Section MH,B35,3496.328492,126.55,0.473,0.302,0.066,0.053,0
104561,-77.361,34.74,18866,228950,Commercial,0,1,OFFICES/SERVICES,OFFICES/SERVICES,F16,2075.812723,136.86,0.965,0.917,0.811,0,3
104589,-77.361,34.74,18866,228950,Commercial,0,1,OFFICES/SERVICES,OFFICES/SERVICES,F16,802.3974451,136.86,0.965,0.916,0.811,0,3
140780,-77.445,34.834,64679,239700,Building Site,2004,1,Single Family,Single Family,A58,3804.297094,127.18,0.796,0.319,0.121,0.117,2
48968,-77.523,34.808,75358,134710,Residential,2009,1,Single Family,Single Family,A62,1885.576537,126.43,0.696,0.21,0.041,0.032,2
33209,-77.491,34.721,156923,274680,Residential,2013,2,Single Family,Single Family,A26,2747.405429,133.69,0.969,0.849,0.622,0.51,0
59142,-77.547,34.893,19410,410103,Commercial,0,1,AUTO SERVICE,AUTO SERVICE,E8,1093.219789,119.87,0.822,0.813,0.5,0,3
59156,-77.547,34.893,19410,410103,Commercial,0,1,AUTO SERVICE,AUTO SERVICE,E8,1076.625384,119.87,0.822,0.813,0.499,0,3
59163,-77.547,34.893,19410,410103,Commercial,0,1,AUTO SERVICE,AUTO SERVICE,E8,1185.891252,119.86,0.822,0.813,0.499,0,2
68972,-77.536,34.766,22108,112490,Building Site,1972,1,Single Family,Single Family,A10,3237.565814,128.78,0.815,0.436,0.14,0.138,2
118935,-77.341,34.765,41578,117630,Residential,1983,1,Single Family,Single Family,A14,2182.029204,135.49,0.853,0.423,0.128,0.076,1
144669,-77.248,34.876,63016,65940,Building Site Off-Road,2000,1,Multi-Section MH,Multi-Section MH,B32,1394.997465,130.71,0.314,0.043,0.003,0.002,0
100252,-77.33,34.728,51324,38450,Residential,1992,1,Duplex,Duplex,A14,2072.373168,138.69,0.89,0.5,0.178,0.111,2
86069,-77.153,34.662,17127,480120,Waterfront ICW,1971,1,Single Family,Single Family,A14,3829.575521,148.91,0.962,0.723,0.392,0.282,4
138233,-77.454,34.82,21430,97000,Residential,1962,1,Single Family,Single Family,A10,1272.090152,127.94,0.803,0.414,0.126,0.127,0
73427,-77.528,34.91,27026,46600,Building Site Off-Road,1976,1,Single Family,Single Family,A10,779.3221107,119.38,0.639,0.214,0.033,0.043,0
146939,-77.528,34.91,27026,46600,Building Site Off-Road,1976,1,Single Family,Single Family,A10,2544.840093,119.38,0.639,0.214,0.033,0.043,1
146964,-77.528,34.91,27026,46600,Building Site Off-Road,1976,1,Single Family,Single Family,A10,1534.08354,119.37,0.639,0.213,0.033,0.043,4
146980,-77.528,34.91,27026,46600,Building Site Off-Road,1976,1,Single Family,Single Family,A10,960.0096226,119.36,0.639,0.213,0.033,0.043,4
146996,-77.528,34.91,27026,46600,Building Site Off-Road,1976,1,Single Family,Single Family,A10,1146.740323,119.35,0.638,0.213,0.033,0.043,2
55059,-77.477,34.839,76925,228650,Residential,2011,2,Single Family,Single Family,A26,2075.597828,125.84,0.925,0.702,0.406,0.316,3
123354,-77.324,34.773,2865,109160,Building Site,1974,1,Single Family,Single Family,A10,1224.596757,135.38,0.895,0.6,0.281,0.251,2
123487,-77.324,34.773,2865,109160,Building Site,1974,1,Single Family,Single Family,A10,1671.538706,135.35,0.895,0.6,0.281,0.25,4
75823,-77.465,34.472,48905,211570,Townhome,1989,2,Beach Townhome,Beach Townhome,C24,3005.989546,151.82,0.998,0.937,0.564,0.18,3
68358,-77.491,34.756,8462,26210,Building Site Off-Road,1960,1,Single Family,Single Family,A14,754.9125914,131.2,0.789,0.322,0.077,0.042,0
48725,-77.409,34.805,65366,12966732,Commercial,0,1,Apartment,Apartment,C14,3104.556785,130.42,0.851,0.331,0.027,0,1
48731,-77.409,34.805,65366,12966732,Commercial,0,1,Apartment,Apartment,C14,3104.556211,130.43,0.851,0.331,0.027,0,0
48762,-77.41,34.805,65366,12966732,Commercial,0,1,Apartment,Apartment,C14,3107.683128,130.37,0.85,0.33,0.027,0,1
48783,-77.408,34.805,65366,12966732,Commercial,0,1,Apartment,Apartment,C14,13649.98336,130.42,0.851,0.331,0.027,0,1
48791,-77.409,34.805,65366,12966732,Commercial,0,1,Apartment,Apartment,C14,12871.03992,130.4,0.851,0.33,0.027,0,2
48805,-77.409,34.806,65366,12966732,Commercial,0,1,Apartment,Apartment,C14,11358.93992,130.37,0.85,0.33,0.027,0,1
48819,-77.41,34.806,65366,12966732,Commercial,0,1,Apartment,Apartment,C14,3107.699038,130.33,0.85,0.329,0.027,0,0
48843,-77.409,34.806,65366,12966732,Commercial,0,1,Apartment,Apartment,C14,1086.638155,130.36,0.85,0.33,0.027,0,1
48865,-77.408,34.806,65366,12966732,Commercial,0,1,Apartment,Apartment,C14,3104.554856,130.39,0.85,0.33,0.027,0,1
48873,-77.41,34.806,65366,12966732,Commercial,0,1,Apartment,Apartment,C14,2058.144615,130.31,0.849,0.328,0.027,0,1
48892,-77.41,34.806,65366,12966732,Commercial,0,1,Apartment,Apartment,C14,12871.03664,130.32,0.849,0.329,0.027,0,2
48901,-77.409,34.806,65366,12966732,Commercial,0,1,Apartment,Apartment,C14,5732.92117,130.34,0.85,0.329,0.027,0,1
48903,-77.408,34.806,65366,12966732,Commercial,0,1,Apartment,Apartment,C14,13649.97491,130.38,0.85,0.33,0.027,0,0
48964,-77.408,34.806,65366,12966732,Commercial,0,1,Apartment,Apartment,C14,3104.55472,130.36,0.85,0.329,0.027,0,1
48981,-77.41,34.807,65366,12966732,Commercial,0,1,Apartment,Apartment,C14,12871.04242,130.29,0.849,0.328,0.027,0,2
48995,-77.408,34.807,65366,12966732,Commercial,0,1,Apartment,Apartment,C14,11358.94121,130.33,0.85,0.329,0.027,0,1
48996,-77.409,34.807,65366,12966732,Commercial,0,1,Apartment,Apartment,C14,11358.9534,130.32,0.849,0.328,0.027,0,1
49024,-77.408,34.807,65366,12966732,Commercial,0,1,Apartment,Apartment,C14,3104.563484,130.33,0.849,0.329,0.027,0,2
49036,-77.409,34.807,65366,12966732,Commercial,0,1,Apartment,Apartment,C14,3104.564957,130.29,0.849,0.328,0.027,0,0
20204,-77.415,34.516,67585,333500,Residential,2006,1,Single Family,Single Family,A62,3665.297343,150.65,0.961,0.744,0.44,0.35,2
49881,-77.404,34.811,77045,133560,Townhome,2010,3,Town Home,Town Home,B32,4270.64744,130.14,0.303,0.04,0.003,0.002,0
89217,-77.181,34.681,2765,91190,Residential,1963,1,Single Family,Single Family,A10,1058.233412,146.92,0.967,0.825,0.594,0.504,4
89224,-77.181,34.681,2765,91190,Residential,1963,1,Single Family,Single Family,A10,1562.440542,146.91,0.967,0.825,0.594,0.504,4
68697,-77.469,34.761,41328,208110,Residential,1988,2,Single Family,Single Family,A26,1990.946972,131.66,0.961,0.817,0.569,0.459,1
77024,-77.424,34.49,49437,1284580,Waterfront Ocean,2004,2,Beach House,Beach House,A26,3060.464094,151.89,0.997,0.982,0.93,0.862,2
138689,-77.574,34.824,58146,75350,Building Site,2000,1,Multi-Section MH,Multi-Section MH,B32,2202.290427,123.48,0.186,0.013,0,0,0
50035,-77.402,34.811,155464,100560,Townhome,2012,1,Town Home,Town Home,B32,4538.842124,130.16,0.303,0.04,0.003,0.002,1
127991,-77.406,34.783,41621,119580,Residential,1984,2,Single Family,Single Family,A30,2067.747978,132.18,0.937,0.653,0.362,0.265,4
61621,-77.54,34.925,72592,131020,Residential,2009,1,Single Family,Single Family,A58,2050.001609,118,0.615,0.137,0.032,0.035,1
74114,-77.517,34.444,13079,326180,Residential,1997,1,Beach House,Beach House,A62,2583.456667,151.71,0.965,0.762,0.466,0.372,4
135290,-77.448,34.808,45969,97740,Residential,1988,1,Single Family,Single Family,A14,1523.223618,128.95,0.748,0.272,0.057,0.03,0
135338,-77.448,34.809,45969,97740,Residential,1988,1,Single Family,Single Family,A14,1475.580574,128.95,0.748,0.272,0.057,0.03,1
98034,-77.178,34.717,48219,120300,Building Site,1989,1,Single Family,Single Family,A10,1852.854078,144.44,0.957,0.786,0.527,0.448,4
68162,-77.561,34.753,59244,88500,Building Site Off-Road,1996,1,Multi-Section MH,Multi-Section MH,B32,2246.62192,128.91,0.279,0.033,0.002,0.001,0
86319,-77.196,34.665,67860,151770,Residential,2006,2,Single Family,Single Family,A26,1326.32805,147.53,0.995,0.968,0.886,0.801,4
37086,-77.305,34.741,159708,198470,Residential,2015,2,Single Family,Single Family,A18,1685.775843,138.33,0.982,0.9,0.627,0.302,3
75454,-77.48,34.464,26737,260900,Waterview,1982,1,Beach House,Beach House,A10,1395.21597,151.83,0.981,0.887,0.715,0.612,2
116756,-77.532,34.764,32993,97080,Residential,1982,1,Single Family,Single Family,A14,1581.386141,129.09,0.751,0.275,0.058,0.03,1
118546,-77.34,34.764,41587,94030,Residential,1984,1,Single Family,Single Family,A10,1632.559749,135.57,0.897,0.605,0.286,0.255,2
27429,-77.524,34.69,67729,129810,Residential,2006,1,Single Family,Single Family,A62,1996.962497,134.83,0.834,0.393,0.123,0.095,0
108944,-77.43,34.749,13129,28950,Commercial,1923,2,Single Family,Single Family,A26,1551.41743,133.88,0.97,0.852,0.627,0.514,4
118942,-77.437,34.766,17330,116710,Residential,1959,1,Single Family,Single Family,A10,1691.94572,132.41,0.864,0.528,0.212,0.196,1
122357,-77.409,34.772,25370,106440,Residential,1963,1,Single Family,Single Family,A14,2270.300268,132.94,0.817,0.362,0.096,0.054,2
133330,-77.382,34.799,63626,199940,Residential,2004,2,Single Family,Single Family,A26,1942.895455,131.72,0.961,0.819,0.57,0.461,2
68047,-77.479,34.75,20550,57390,Building Site,1956,1,Single Family,Single Family,A14,1234.812262,132.11,0.804,0.343,0.086,0.048,2
81490,-77.371,34.546,21203,220170,Waterfront Canal,1975,1,Single Family,Single Family,A10,1867.740698,149.95,0.976,0.866,0.671,0.571,4
128311,-77.417,34.784,34224,61750,Townhome,1984,2,Town Home,Town Home,B35,3987.412852,131.78,0.597,0.428,0.127,0.095,4
93145,-77.146,34.696,34411,148700,Commercial,0,1,OFFICES/SERVICES,OFFICES/SERVICES,F16,1637.664445,146.82,0.988,0.966,0.911,0.003,2
93299,-77.147,34.698,34411,148700,Commercial,0,1,OFFICES/SERVICES,OFFICES/SERVICES,F16,536.8437168,146.71,0.987,0.965,0.91,0.003,3
120843,-77.378,34.768,42567,1962803,Commercial,0,1,OFFICES/SERVICES,OFFICES/SERVICES,F16,7843.654876,134.15,0.954,0.896,0.772,0,0
148169,-77.533,34.927,10394,62970,Building Site,1970,1,Single Family,Single Family,A14,1498.991107,118.06,0.496,0.09,0.009,0.004,1
148171,-77.533,34.927,10394,62970,Building Site,1970,1,Single Family,Single Family,A14,587.0714285,118.06,0.496,0.09,0.009,0.004,2
75534,-77.477,34.467,15034,193670,Residential,1960,1,Beach House,Beach House,A10,1054.673228,151.79,0.981,0.886,0.714,0.611,4
98180,-77.525,34.722,52653,148700,Building Site Off-Road,1993,1,Single Family,Single Family,A62,2240.019358,132.32,0.799,0.335,0.092,0.071,2
98187,-77.524,34.722,52653,148700,Building Site Off-Road,1993,1,Single Family,Single Family,A62,808.5040436,132.32,0.799,0.335,0.092,0.071,1
116039,-77.37,34.761,55864,112620,Residential,1997,1,Single Family,Single Family,A62,1758.82455,134.97,0.836,0.397,0.125,0.097,0
56432,-77.62,34.849,75322,121410,Residential,2009,1,Single Family,Single Family,A58,1911.083933,120.3,0.667,0.175,0.047,0.049,1
116327,-77.532,34.763,33082,88370,Residential,1982,1,Single Family,Single Family,A10,1570.744392,129.15,0.821,0.445,0.147,0.144,1
19976,-77.518,34.511,150921,91670,Townhome,2010,1,Town Home,Town Home,B32,4368.627447,147.95,0.655,0.279,0.068,0.054,0
39549,-77.535,34.756,153195,187520,Residential,2011,2,Single Family,Single Family,A30,1602.796528,129.47,0.917,0.587,0.294,0.212,1
97409,-77.297,34.717,11607,56770,Residential,1987,1,Multi-Section MH,Multi-Section MH,B35,1972.548915,140.41,0.768,0.636,0.287,0.206,0
112322,-77.385,34.755,35348,157346,Commercial,0,1,WAREHOUSE/INDUSTRIAL,WAR_S,G4,6264.705915,134.95,0.938,0.888,0.8,0.465,3
112409,-77.385,34.755,35348,157346,Commercial,0,1,WAREHOUSE/INDUSTRIAL,WAR_S,G4,3460.232377,134.93,0.938,0.888,0.8,0.464,4
51443,-77.593,34.82,75886,128340,Residential,2010,1,Single Family,Single Family,A62,1914.304964,123.09,0.626,0.152,0.023,0.019,1
71869,-77.582,34.833,52500,29120,Building Site Off-Road,1986,1,Singlewide M/H,Singlewide M/H,B35,1330.081444,122.62,0.378,0.217,0.036,0.031,0
77332,-77.483,34.496,60396,103140,Building Site Off-Road,2000,1,Multi-Section MH,Multi-Section MH,B32,832.8879561,150.04,0.691,0.324,0.088,0.071,1
77348,-77.482,34.496,60396,103140,Building Site Off-Road,2000,1,Multi-Section MH,Multi-Section MH,B32,1576.488616,150.04,0.691,0.323,0.088,0.071,3
82364,-77.383,34.551,65943,137130,Residential,2005,1,Single Family,Single Family,A58,1924.080799,149.21,0.976,0.806,0.611,0.557,2
57258,-77.576,34.861,71332,145950,Residential,2007,1,Single Family,Single Family,A58,2595.48179,121.04,0.682,0.189,0.053,0.055,2
61179,-77.598,34.918,73610,137620,Residential,2009,1,Single Family,Single Family,A58,2283.088716,116.61,0.583,0.116,0.025,0.028,2
53372,-77.407,34.828,156823,204920,Residential,2012,2,Single Family,Single Family,A30,2043.170633,128.75,0.911,0.569,0.277,0.198,4
53418,-77.407,34.828,156823,204920,Residential,2012,2,Single Family,Single Family,A30,2549.700901,128.74,0.91,0.569,0.276,0.198,4
65093,-77.513,34.69,12904,97300,Building Site,1965,1,Single Family,Single Family,A14,2140.662603,135.12,0.848,0.414,0.123,0.072,1
69769,-77.36,34.78,18077,207980,Residential,1972,2,Single Family,Single Family,A30,2606.023513,133.78,0.947,0.689,0.404,0.299,4
121217,-77.417,34.77,29967,79360,Residential,1956,1,Single Family,Single Family,A10,1421.379441,132.84,0.868,0.538,0.221,0.203,1
109734,-77.362,34.75,35301,115260,Residential,1986,1,Single Family,Single Family,A10,1895.745952,136.05,0.901,0.616,0.298,0.264,4
78805,-77.363,34.518,41910,98800,Building Only (No Land),1983,1,Beach Condo,Beach Condo,C14,16514.26994,151.6,0.986,0.793,0.289,0,2
136822,-77.443,34.814,43269,83430,Residential,1985,1,Single Family,Single Family,A14,1483.966801,128.7,0.743,0.267,0.055,0.029,1
103418,-77.234,34.735,58367,148110,Residential,1999,1,Single Family,Single Family,A62,2585.174121,141.4,0.905,0.55,0.234,0.181,3
36349,-77.502,34.739,74093,148580,Residential,2008,1,Single Family,Single Family,A58,2259.092264,131.95,0.862,0.435,0.202,0.189,1
102733,-77.514,34.737,750,82060,Building Site,1951,1,Single Family,Single Family,A14,596.6342811,131.67,0.796,0.333,0.082,0.045,1
102849,-77.514,34.737,750,82060,Building Site,1951,1,Single Family,Single Family,A14,1618.106138,131.66,0.796,0.332,0.082,0.045,0
134635,-77.455,34.806,26034,96930,Residential,1970,1,Single Family,Single Family,A10,1639.278821,128.87,0.817,0.438,0.142,0.14,0
121324,-77.422,34.77,31917,74260,Residential,1954,1,Duplex,Duplex,A10,1663.837747,132.63,0.866,0.533,0.217,0.2,1
71051,-77.558,34.812,52546,137440,Residential,1993,1,Single Family,Single Family,A58,2527.107792,124.87,0.757,0.267,0.091,0.09,1
111943,-77.315,34.753,62370,147180,Residential,2001,1,Single Family,Single Family,A62,2446.181291,137.07,0.862,0.447,0.157,0.121,0
86277,-77.21,34.665,65286,135190,Residential,2005,1,Single Family,Single Family,A58,2006.703047,147.06,0.969,0.77,0.559,0.508,4
51761,-77.402,34.819,153238,246750,Residential,2011,2,Single Family,Single Family,A26,2112.129906,129.54,0.95,0.779,0.51,0.406,4
68979,-77.473,34.765,19435,178830,Residential,1995,2,Single Family,Single Family,A30,1938.478116,131.2,0.93,0.63,0.337,0.245,0
132903,-77.425,34.797,21906,95360,Residential,1968,1,Single Family,Single Family,A14,1828.705519,130.51,0.777,0.306,0.07,0.038,1
54332,-77.577,34.835,46694,61290,Building Site Off-Road,1989,1,Multi-Section MH,Multi-Section MH,B35,513.4124607,122.69,0.38,0.219,0.037,0.031,0
140422,-77.578,34.834,46694,61290,Building Site Off-Road,1989,1,Multi-Section MH,Multi-Section MH,B35,1299.913357,122.73,0.381,0.219,0.037,0.032,0
140593,-77.577,34.835,46694,61290,Building Site Off-Road,1989,1,Multi-Section MH,Multi-Section MH,B35,1620.078425,122.67,0.38,0.218,0.037,0.031,0
146672,-77.54,34.906,66081,180710,Residential,2005,2,Single Family,Single Family,A26,1691.190211,119.27,0.854,0.533,0.234,0.177,1
27866,-77.137,34.687,18242,91250,Residential,2007,1,Multi-Section MH,Multi-Section MH,B32,1180.399635,147.73,0.651,0.275,0.066,0.053,1
79033,-77.356,34.522,35929,275000,Building Only (No Land),1986,1,Beach Condo,Beach Condo,C14,21120.93541,151.65,0.986,0.794,0.29,0,1
92867,-77.5,34.699,59580,129170,Residential,2000,1,Single Family,Single Family,A58,2131.212167,134.8,0.893,0.506,0.26,0.241,0
30820,-77.141,34.702,76609,235250,Residential,2016,2,Single Family,Single Family,A18,2121.732343,146.61,0.994,0.961,0.803,0.504,3
113952,-77.335,34.757,539,109690,Residential,1976,1,Single Family,Single Family,A10,1891.628964,136.26,0.903,0.621,0.304,0.268,1
139781,-77.464,34.829,42314,145030,Residential,2004,1,Single Family,Single Family,A58,2396.626625,126.97,0.793,0.314,0.118,0.115,2
133182,-77.423,34.798,42796,87110,Residential,1983,1,Single Family,Single Family,A14,1137.712595,130.5,0.776,0.306,0.07,0.038,3
135056,-77.638,34.81,51020,78430,Building Site,1998,1,Multi-Section MH,Multi-Section MH,B32,688.0829126,122.47,0.171,0.011,0,0,0
135132,-77.638,34.81,51020,78430,Building Site,1998,1,Multi-Section MH,Multi-Section MH,B32,2273.86523,122.46,0.171,0.011,0,0,0
114864,-77.406,34.759,19311,73070,Residential,1952,1,Single Family,Single Family,A10,2015.184962,133.95,0.881,0.566,0.247,0.224,1
143013,-77.244,34.85,33793,167400,Building Site,1984,1,Single Family,Single Family,A14,3185.243947,132.59,0.811,0.354,0.092,0.051,1
124939,-77.434,34.777,10480,117250,Residential,1963,1,Single Family,Single Family,A14,2411.449582,131.7,0.797,0.333,0.082,0.045,1
134313,-77.453,34.805,17529,101700,Residential,1975,1,Single Family,Single Family,A10,1592.265965,129.05,0.819,0.443,0.145,0.142,2
95509,-77.259,34.711,5514,62260,Building Site,1954,1,Single Family,Single Family,A10,1500.020142,142.19,0.946,0.746,0.465,0.396,2
72731,-77.502,34.866,28615,49160,Building Site,1948,1,Single Family,Single Family,A10,1763.071024,123.15,0.719,0.296,0.064,0.072,0
28284,-77.149,34.688,71483,253260,Residential,2011,2,Single Family,Single Family,A26,2515.724247,147.32,0.995,0.967,0.884,0.798,1
104756,-77.433,34.741,5921,178960,Waterfront River/Creek,1990,2,Town Home,Town Home,B35,1503.302566,134.38,0.653,0.493,0.168,0.123,2
105482,-77.445,34.744,25283,34920,Residential,1940,1,Single Family,Single Family,A14,934.3175582,133.79,0.829,0.382,0.106,0.061,0
87303,-77.202,34.671,57164,128690,Residential,1999,1,Single Family,Single Family,A58,2215.202609,146.96,0.969,0.769,0.557,0.506,2
18579,-77.562,34.481,151532,266110,Residential,2011,2,Single Family,Single Family,A30,2412.237952,148.17,0.991,0.911,0.753,0.627,4
134795,-77.461,34.807,39391,130540,Residential,1986,1,Single Family,Single Family,A14,2377.426632,128.63,0.742,0.265,0.054,0.028,1
42927,-77.532,34.771,44821,180820,Residential,2006,2,Single Family,Single Family,A30,1471.331649,128.6,0.909,0.565,0.273,0.196,2
59868,-77.533,34.902,75017,176700,Residential,2008,2,Single Family,Single Family,A30,1818.974664,119.73,0.795,0.333,0.105,0.073,1
36099,-77.5,34.737,155201,204170,Residential,2012,2,Single Family,Single Family,A30,1730.532862,132.17,0.937,0.653,0.362,0.265,4
115329,-77.32,34.759,25354,118710,Residential,1977,1,Single Family,Single Family,A14,2620.922593,136.51,0.866,0.447,0.143,0.086,4
112232,-77.402,34.755,31534,97660,Residential,1986,1,Single Family,Single Family,A10,1630.662286,134.38,0.885,0.576,0.257,0.232,1
93044,-77.191,34.696,44460,148800,Residential,1999,1,Single Family,Single Family,A62,2181.283556,145.53,0.935,0.643,0.321,0.25,1
143266,-77.491,34.857,47074,140300,Residential,2004,1,Single Family,Single Family,A62,2210.220224,124.12,0.648,0.169,0.028,0.023,0
136354,-77.558,34.814,47958,141620,Residential,1991,1,Single Family,Single Family,A10,2559.431805,124.78,0.749,0.335,0.082,0.088,4
91961,-77.504,34.695,65887,194410,Residential,2005,2,Single Family,Single Family,A26,1850.469739,135,0.974,0.867,0.656,0.542,4
125694,-77.443,34.779,13534,172690,Residential,1972,2,Single Family,Single Family,A30,2489.454907,131.3,0.931,0.632,0.339,0.247,1
125725,-77.442,34.779,13534,172690,Residential,1972,2,Single Family,Single Family,A30,689.1092119,131.3,0.931,0.632,0.339,0.247,0
113521,-77.364,34.757,31856,135540,Residential,2003,1,Single Family,Single Family,A62,2059.690899,135.44,0.842,0.408,0.132,0.102,1
52964,-77.471,34.827,38969,223920,Building Site Off-Road,1986,1,Single Family,Single Family,A10,1172.135569,126.86,0.785,0.387,0.109,0.112,4
139430,-77.47,34.827,38969,223920,Building Site Off-Road,1986,1,Single Family,Single Family,A10,3346.38453,126.89,0.786,0.388,0.11,0.113,2
146275,-77.52,34.902,54666,181230,Building Site,1996,2,Single Family,Single Family,A30,1877.604773,120.15,0.802,0.344,0.111,0.077,2
73206,-77.529,34.899,60870,117470,Residential,2000,1,Single Family,Single Family,A62,2145.086837,120.07,0.557,0.108,0.013,0.011,1
88263,-77.478,34.68,61071,144720,Residential,2001,1,Single Family,Single Family,A62,2411.743774,137.02,0.861,0.446,0.156,0.12,3
100451,-77.315,34.728,9669,55740,Residential,1999,1,Multi-Section MH,Multi-Section MH,B32,1779.03593,139.09,0.483,0.126,0.017,0.013,0
24823,-77.201,34.658,23249,142200,Building Site,1984,1,Single Family,Single Family,A14,1741.598212,147.83,0.957,0.703,0.366,0.26,2
85252,-77.2,34.658,23249,142200,Building Site,1984,1,Single Family,Single Family,A14,2212.719526,147.83,0.957,0.703,0.366,0.26,4
18195,-77.566,34.478,156716,264860,Residential,2013,2,Single Family,Single Family,A26,1888.66475,148.3,0.995,0.971,0.895,0.813,4
89934,-77.209,34.684,50376,99680,Residential,1991,1,Single Family,Single Family,A10,1548.028962,145.83,0.963,0.809,0.565,0.479,3
114093,-77.365,34.758,60171,150110,Residential,2000,1,Single Family,Single Family,A62,2819.206735,135.34,0.841,0.406,0.13,0.101,1
27325,-77.488,34.689,76439,162480,Residential,2011,1,Single Family,Single Family,A62,2358.608633,136.02,0.85,0.422,0.14,0.108,4
49659,-77.406,34.81,151147,160520,Residential,2010,2,Single Family,Single Family,A26,1320.233401,130.16,0.953,0.791,0.528,0.421,2
107826,-77.42,34.747,13854,87270,Residential,1941,1,Single Family,Single Family,A14,1578.537919,134.38,0.838,0.396,0.113,0.066,1
132281,-77.421,34.795,27477,114990,Residential,1977,2,Single Family,Single Family,A30,1367.296413,130.82,0.928,0.621,0.327,0.238,2
57608,-77.261,34.86,62,232670,Building Site,0,1,RETAIL,RETAIL,E7,4940.220338,131.21,0.709,0.683,0.484,0,3
92202,-77.216,34.692,1770,80010,Residential,1997,1,Multi-Section MH,Multi-Section MH,B32,1406.418287,145.01,0.601,0.221,0.045,0.035,0
91131,-77.141,34.688,56398,196720,Building Site,2001,1,Single Family,Single Family,A58,3288.749433,147.57,0.971,0.779,0.572,0.52,4
49191,-77.51,34.809,72066,182660,Residential,2008,1,Single Family,Single Family,A58,2550.901222,126.82,0.79,0.311,0.116,0.113,1
27125,-77.532,34.688,72487,207690,Residential,2008,2,Single Family,Single Family,A26,1995.417453,134.7,0.973,0.863,0.648,0.535,2
68079,-77.372,34.749,8919,92810,Residential,1968,1,Single Family,Single Family,A14,2391.800127,135.78,0.857,0.43,0.133,0.078,1
112354,-77.359,34.755,36417,55750,Townhome,2003,2,Town Home,Town Home,B32,3724.850502,135.75,0.415,0.086,0.009,0.007,0
112578,-77.334,34.755,43874,32593,Residential,1984,1,Duplex,Duplex,A10,2080.870877,136.46,0.905,0.626,0.309,0.273,2
73154,-77.546,34.897,45208,48050,Residential,2001,1,Duplex,Duplex,A62,4460.957629,119.66,0.548,0.103,0.012,0.011,1
145648,-77.546,34.897,45208,48050,Residential,2001,1,Duplex,Duplex,A62,2177.217032,119.66,0.547,0.103,0.012,0.011,0
97116,-77.179,34.715,9906,64620,Building Site,1957,1,Single Family,Single Family,A14,1978.645029,144.58,0.939,0.636,0.293,0.199,2
106608,-77.483,34.746,10716,66740,Building Site,1957,1,Single Family,Single Family,A10,2949.292473,132.22,0.861,0.523,0.208,0.193,0
106713,-77.483,34.746,10716,66740,Building Site,1957,1,Single Family,Single Family,A10,859.0171297,132.2,0.861,0.522,0.207,0.192,1
106825,-77.483,34.747,10716,66740,Building Site,1957,1,Single Family,Single Family,A10,1496.345174,132.18,0.861,0.522,0.207,0.192,2
120513,-77.35,34.767,41691,49850,Residential,1983,1,Duplex,Duplex,A14,1737.414867,135.02,0.847,0.411,0.122,0.071,1
120588,-77.35,34.768,41691,49850,Residential,1983,1,Duplex,Duplex,A14,1792.342686,135.01,0.847,0.411,0.122,0.071,0
51747,-77.435,34.82,15811,193430,Building Site Off-Road,2001,1,Single Family,Single Family,A58,644.2223658,128.53,0.817,0.351,0.141,0.135,1
138341,-77.435,34.82,15811,193430,Building Site Off-Road,2001,1,Single Family,Single Family,A58,3266.786892,128.51,0.817,0.351,0.141,0.135,2
104044,-77.465,34.739,30668,109562,Commercial,0,1,AUTO SERVICE,AUTO SERVICE,E8,4676.290994,133.36,0.944,0.94,0.761,0.004,3
79632,-77.348,34.527,34810,181830,Residential,1983,2,Beach Duplex,Beach Duplex,A26,1811.254592,151.63,0.997,0.981,0.927,0.859,4
