,id,x,y,DR
1820,41937,-77.19611579,34.68672732,0.0
1821,41939,-77.13676227,34.6858359,0.0
1822,41942,-77.19165499,34.68669605,0.0
1823,41943,-77.21529303,34.68702511,0.01968115407502241
1824,41944,-77.21452481,34.68702965,0.0
1825,41945,-77.20390209,34.68688815,0.0
1826,41947,-77.21377415,34.68702403,0.0
1827,41948,-77.13813318,34.68590553,0.0
1828,41949,-77.52059032,34.691262,0.019743883125449408
1829,41950,-77.5020629,34.69100631,1.0
1830,41951,-77.14284016,34.68598205,0.020121445136010805
1831,41954,-77.49902375,34.69098427,0.0
1832,41955,-77.49974135,34.69101251,0.10042534168390474
1833,41956,-77.23886762,34.68750725,0.019776231220059094
1834,41960,-77.23785855,34.68750116,0.02038726535199568
1835,41961,-77.12295466,34.68576834,0.09962253405402635
1836,41962,-77.20362279,34.68700779,0.0
1837,41963,-77.18900224,34.68671759,0.020380525360254927
1838,41964,-77.21758729,34.68721595,0.0
1839,41969,-77.20666747,34.68707191,0.10077100354516148
1840,41970,-77.19558451,34.68689587,0.0
1841,41971,-77.19489816,34.68687025,0.0
1842,41972,-77.19231457,34.68685351,0.0
1843,41974,-77.19428453,34.68689214,0.0
1844,41975,-77.21296158,34.68718327,0.020092780804644748
1845,41977,-77.21546008,34.6872246,0.5013412864686175
1846,41978,-77.19677251,34.68692557,0.0
1847,41979,-77.20565429,34.68709275,0.0
1848,41981,-77.12304761,34.68586212,0.992923917235587
1849,41982,-77.21465413,34.6872451,0.020335893799769005
1850,41983,-77.1867315,34.68675459,0.09970948838304558
1851,41984,-77.20718119,34.68714316,0.0
1852,41985,-77.20444525,34.68710409,0.0
1853,41987,-77.23686078,34.68763117,1.0
1854,41988,-77.1382576,34.68613286,0.9834070633733148
1855,41989,-77.1376704,34.68609329,0.0
1856,41990,-77.17543878,34.68669019,0.0
1857,41991,-77.19603968,34.68699787,0.0
1858,41992,-77.49416002,34.69112526,0.0
1859,41993,-77.49998291,34.69117904,0.019507980999271774
1860,41994,-77.49917284,34.69118156,0.0
1861,41995,-77.20333416,34.68714839,0.0
1862,41997,-77.12976607,34.6860384,0.0
1863,41999,-77.12394581,34.68595927,0.020009859188460075
1864,42000,-77.51442342,34.69145838,0.020446129915655375
1865,42001,-77.21246816,34.6873382,0.020019664919964156
1866,42002,-77.1231424,34.68599292,0.020144163751316207
1867,42005,-77.19167214,34.6870205,0.0
1868,42007,-77.1929395,34.68708991,0.0
1869,42008,-77.19360938,34.6870936,0.020455818254069714
1870,42009,-77.21301772,34.68739769,0.02022408499192818
1871,42010,-77.55306093,34.6920001,0.019982920779260373
1872,42011,-77.23882398,34.68780304,0.496917590941203
1873,42012,-77.20667383,34.68732484,0.1002704164410538
1874,42013,-77.19222519,34.68710051,0.0
1875,42014,-77.21679241,34.68747106,0.0
1876,42015,-77.13666931,34.68625367,0.0
1877,42017,-77.2051688,34.68732037,0.020266182609513104
1878,42019,-77.21745178,34.68751309,0.019893053605677113
1879,42020,-77.49334076,34.69130655,0.01955963368744936
1880,42021,-77.12371537,34.68610159,0.019726594357263486
1881,42023,-77.12422773,34.6860999,0.0983940799703513
1882,42025,-77.13071783,34.68623929,0.019760692565131282
1883,42026,-77.13580119,34.68630145,0.01980550224383688
1884,42027,-77.21392519,34.68747289,0.020075149989925222
1885,42028,-77.5537988,34.69206003,0.0
1886,42029,-77.17536067,34.68693962,0.02052303282423402
1887,42030,-77.13837369,34.68634817,0.10084025151799418
1888,42031,-77.19079693,34.68714476,0.02061535847568049
1889,42032,-77.19670946,34.68720618,0.019988838470824923
1890,42033,-77.20719692,34.68740877,0.019799227215818577
1891,42034,-77.12586544,34.68614033,0.020482261995976594
1892,42035,-77.12242224,34.68610051,0.0
1893,42037,-77.20567728,34.68740873,0.020339249757000383
