,x,y,Z,id,index,OBJECTID,Type,Shape_Le,Area_ft2,Update_Y,PARID,No_of_PARID,No. of housing units,VALUEYEA,FINALFULLB,LANDUSECOD,LANDUSEDES,YEARBUIL,BASEMENT,STORYHEIGHT,HEATEDSQUA,STRUCTURES1,STRUCTURET,HAZUS,type,STRUCTURES,mph,DS1,DS2,DS3,DS4,dmg_state,kmh,Dislocation
2599,77.42173233,34.7932438,0,72748,46515.0,131912,Building Existing,195.6779973,2257.527276,2006,19610,1,1,2021.0,74680,1.0,Residential,1977.0,NONE,1,1380,Single Family,Siding on Sheathing, A10,A10,Single Family,112.5825960047318,0.47513281853662903,0.0998719270911711,0.007696589726265605,0.013617729743282084,1,181.2579795676182,0
2600,77.42385138,34.79328115,0,72749,46516.0,131913,Building Existing,169.5092521,1518.768289,2006,31255,1,1,2021.0,59320,1.0,Residential,1980.0,NONE,1,1080,Single Family,Siding on Sheathing, A106,A106,Single Family,112.52243637104681,0.37139164333740426,0.024315373933313185,0.0005662842871437105,2.4926799333661583e-05,0,181.16112255738537,0
2601,77.42243384,34.79325815,0,72751,46517.0,131915,Building Existing,217.6747831,2463.5532,2006,23367,1,1,2021.0,88380,1.0,Residential,1978.0,NONE,1,1772,Single Family,Board and Batten, A82,A82,Single Family,112.56257756727531,0.39825325338908596,0.03546989839874259,0.0006808939329333223,4.215254968711879e-07,0,181.22574988331326,0
2602,77.44071947,34.79353257,0,72754,46518.0,131920,Building Existing,232.17285,2605.75159,2006,55907,1,1,2021.0,126720,1.0,Residential,1998.0,NONE,1,1726,Single Family,Aluminum/Vinyl, A110,A110,Single Family,112.0388278085252,0.2326029685848921,0.010005175476066545,0.0001978356184781834,1.1072962306046555e-05,2,180.38251277172557,0
2603,77.41816946,34.7932555,0,72758,46519.0,131925,Building Existing,276.0365084,2399.508919,2006,41090,1,1,2021.0,100800,1.0,Residential,1983.0,NONE,1,1672,Single Family,Aluminum/Vinyl, A106,A106,Single Family,112.67848544536717,0.3748895362986151,0.024930511067350083,0.0005897519044400238,2.6305603071125803e-05,0,181.41236156704116,0
2604,77.41978323,34.79329608,0,72760,46520.0,131928,Building Existing,188.6655203,1825.615648,2006,21116,1,1,2021.0,82850,1.0,Residential,1978.0,NONE,1,1465,Single Family,Aluminum/Vinyl, A110,A110,Single Family,112.63219960077814,0.244289154278776,0.011141124847884652,0.00023355900230795528,1.3460534453146363e-05,0,181.3378413572528,0
2605,77.36531819,34.79258419,0,72761,46521.0,131929,Building Existing,156.2445525,1279.816939,2006,46507,1,1,2021.0,39800,19.0,Building Site,1930.0,NONE,1,784,Single Family,Cedar/Redwood/Cypress, A6,A6,Single Family,114.07788938848991,0.32751445068797047,0.026641959722065355,0.00045996250459879326,6.210667642228134e-06,0,183.66540191546875,0
2606,77.49709435,34.79429449,0,72762,46522.0,131930,Building Existing,169.4192708,1487.932938,2006,8183,1,2,2021.0,41190,19.0,Building Site,1990.0,NONE,1,1344,Multi-Section MH,SIDING ON SHEATHING,B3,B3,Multi-Section MH,110.33565626614069,0.033085242280994825,0.0008338489300698294,7.518962801145636e-05,6.833198287922611e-05,0,177.6404065884865,0
2607,77.44479002,34.79363981,0,72763,46523.0,131932,Building Existing,236.2366708,2700.379677,2006,60255,1,1,2021.0,131140,1.0,Residential,2002.0,NONE,1,1692,Single Family,Aluminum/Vinyl, A54,A54,Single Family,111.91720904864147,0.3506325642297059,0.031800202963985856,0.0005038961816213741,1.2304870941507658e-06,0,180.1867065683128,0
2608,77.41756922,34.79331578,0,72766,46524.0,131935,Building Existing,193.6452585,1876.573427,2006,41096,1,1,2021.0,96890,1.0,Residential,1984.0,NONE,1,1744,Single Family,"Frame Siding, Plywood", A50,A50,Single Family,112.69084286565673,0.47636400353703445,0.05592027498609419,0.001062279015755734,2.1745163849046834e-05,1,181.43225701370736,0
2609,77.42280306,34.79338199,0,72767,46525.0,131938,Building Existing,190.3011536,1925.081796,2006,9753,1,1,2021.0,59230,1.0,Residential,1964.0,NONE,1,1466,Single Family,Brick Veneer, A14,A14,Single Family,112.54461320120286,0.3525507632850675,0.04086259290967407,0.002395358119827716,0.0008983054632862482,0,181.19682725393662,0
2610,77.28389895,34.79154159,0,72772,46526.0,131945,Building Existing,238.5102692,2812.657455,2006,63849,1,1,2021.0,141500,21.0,Building Site Off-Road,2004.0,NONE,1,2238,Single Family,Aluminum/Vinyl, A54,A54,Single Family,116.51196132535117,0.47045875551670435,0.06429535298413151,0.0017357574664071602,8.200048643092498e-06,0,187.58425773381538,0
2611,77.28995761,34.79161956,0,72773,46527.0,131946,Building Existing,170.7377212,1625.496169,2006,5639,1,1,2021.0,64480,19.0,Building Site,1978.0,NONE,1,1025,Single Family,Brick Veneer, A102,A102,Single Family,116.32430393877955,0.31377812871697675,0.017080289777623558,0.000218329299445949,5.534585932525625e-06,0,187.28212934143508,0
2612,77.44091374,34.79368005,0,72776,46528.0,131951,Building Existing,216.8549701,2165.03673,2006,55906,1,1,2021.0,132920,1.0,Residential,1998.0,NONE,2,1864,Single Family,Aluminum/Vinyl,A18,A18,Single Family,112.02407760567513,0.723396124502176,0.3172668041446973,0.055648544065482544,0.007436180048867681,0,180.35876494513698,0
2613,77.42087183,34.79345786,0,72777,46529.0,131952,Building Existing,168.7110428,1661.485459,2006,21419,1,1,2021.0,83600,1.0,Residential,1978.0,NONE,1,1402,Single Family,Aluminum/Vinyl, A74,A74,Single Family,112.59231942438728,0.37295740160718605,0.024589360550453965,0.0005766889201349007,2.5535810334948036e-05,1,181.27363427326353,0
2614,77.49976215,34.79446107,0,72778,46530.0,131953,Building Existing,134.8903122,1098.184454,2006,23822,1,1,2021.0,35750,19.0,Building Site,1970.0,NONE,1,856,Single Family,Aluminum/Vinyl, A102,A102,Single Family,110.24398112924361,0.1925216513529931,0.0056846058295596845,3.6812051931995514e-05,1.0017732512374851e-06,0,177.49280961808222,0
2615,77.4195572,34.7934082,0,72779,46531.0,131954,Building Existing,206.1404815,2188.976938,2006,31486,1,1,2021.0,93240,1.0,Residential,1980.0,NONE,1,1638,Single Family,Siding on Sheathing, A102,A102,Single Family,112.63115727980217,0.2371118393967006,0.008982156668312011,7.662621801023441e-05,2.0109268188473647e-06,0,181.3361632204815,0
2616,77.50822491,34.79455448,0,72780,46532.0,131958,Building Existing,212.9947355,2173.610391,2006,64635,1,1,2021.0,111940,1.0,Residential,2004.0,NONE,1,1444,Single Family,Aluminum/Vinyl, A86,A86,Single Family,109.97756615616211,0.24106778025290937,0.00820449027194096,0.00017750137652019075,3.1792511237716545e-07,0,177.06388151142102,0
2617,77.38274324,34.79297353,0,72781,46533.0,131959,Building Existing,173.1552087,1584.322623,2006,57939,1,1,2021.0,142240,1.0,Residential,2001.0,NONE,2,1826,Single Family,Aluminum/Vinyl, A30,A30,Single Family,113.62195354324028,0.6742382327615621,0.19279025150299556,0.04192473576156367,0.029448279876009207,1,182.93134520461686,0
2618,77.42230807,34.79349537,0,72782,46534.0,131960,Building Existing,176.6762384,1682.575802,2006,29553,1,1,2021.0,76960,1.0,Residential,1978.0,NONE,2,1407,Single Family,Aluminum/Vinyl,A18,A18,Single Family,112.550865041196,0.73449679138969,0.33132394899521145,0.060601878962299016,0.008359651231334034,0,181.20689271632557,0
2619,77.41850604,34.7934574,0,72783,46535.0,131961,Building Existing,174.4174199,1711.953037,2006,31492,1,1,2021.0,79060,1.0,Residential,1980.0,NONE,1,1176,Single Family,Cedar/Redwood/Cypress, A82,A82,Single Family,112.65646382141642,0.40073016266662576,0.03601607368508686,0.0006990314336482648,4.3987240681957937e-07,0,181.37690675248047,0
2620,77.28273639,34.79156154,0,72784,46536.0,131963,Building Existing,215.9246004,2405.337449,2006,5795,1,2,2021.0,81650,53.0,Building Site,2003.0,NONE,1,2128,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH,116.54553986887794,0.07406613728697907,0.003599369143312809,0.00037686469119386145,0.0003096449146833746,0,187.6383191888935,0
2621,77.37376659,34.79283901,0,72785,46537.0,131964,Building Existing,214.6635279,1786.430392,2006,13352,1,1,2021.0,46110,19.0,Building Site,1960.0,NONE,1,1188,Single Family,Aluminum/Vinyl,A2,A2,Single Family,113.85454233405707,0.4429066460247922,0.06839450745703511,0.0021857104912244587,6.388409809397217e-05,0,183.3058131578319,0
2622,77.41815484,34.79346252,0,72787,46538.0,131966,Building Existing,175.6950311,1762.432542,2006,41089,1,1,2021.0,79880,1.0,Residential,1983.0,NONE,1,1236,Single Family,"Frame Siding, Plywood", A74,A74,Single Family,112.66562987520682,0.37460116390249615,0.02487937911848736,0.0005877864075442504,2.6189411920639362e-05,0,181.391664099083,0
2623,77.42458765,34.79354023,0,72789,46539.0,131968,Building Existing,167.1317916,1462.497388,2006,200,1,1,2021.0,44770,1.0,Residential,1963.0,NONE,1,1000,Single Family,Brick Frame, A54,A54,Single Family,112.48580265636242,0.36518570024490093,0.03493592353358788,0.0005929018987822434,1.5759825158112175e-06,0,181.1021422767435,0
2624,77.42113474,34.79350687,0,72790,46540.0,131969,Building Existing,154.2097873,1483.684238,2006,1165,1,1,2021.0,62370,1.0,Residential,1978.0,NONE,1,1176,Single Family,Siding on Sheathing, A86,A86,Single Family,112.58204659657781,0.3005473670831855,0.014374582031831682,0.0003915854904670597,9.339395857229278e-07,1,181.25709502049028,0
2625,77.42524954,34.79356645,0,72791,46541.0,131974,Building Existing,195.4866575,2305.605222,2006,12758,1,1,2021.0,96040,1.0,Residential,1964.0,NONE,1,1903,Single Family,Brick Frame, A58,A58,Single Family,112.46602439566462,0.47996189679226775,0.06750178906926887,0.011054212499027665,0.013417156858038562,0,181.07029927702004,0
2626,77.36112614,34.79277235,0,72792,46542.0,131977,Building Existing,128.2004562,1020.482118,2006,54726,1,1,2021.0,49330,19.0,Building Site,2002.0,NONE,1,800,Single Family,Aluminum/Vinyl, A54,A54,Single Family,114.1663566917463,0.40882933959877654,0.04559436439872894,0.000943518720311734,3.205452799106256e-06,1,183.80783427371156,0
2627,77.67152712,34.7965632,0,72793,46543.0,131978,Building Existing,177.5174541,1671.251231,2006,50560,1,2,2021.0,42860,19.0,Building Site,1994.0,NONE,1,1560,Multi-Section MH,ALUMINUM/VINYL,B3,B3,Multi-Section MH,105.22122964406378,0.014767100504230695,0.0002005823369915053,1.6226358364974746e-05,1.6396919270573393e-05,0,169.4061797269427,0
2628,77.3620113,34.79280588,0,72798,46544.0,131984,Building Existing,161.2318242,1498.020302,2006,67464,1,1,2021.0,197200,19.0,Building Site,1968.0,NONE,1,888,Single Family,Aluminum/Vinyl, A86,A86,Single Family,114.14290081661038,0.3383713496932384,0.01961638871031161,0.0006114101369196607,1.7248869319890417e-06,1,183.77007031474272,0
2629,77.41758701,34.79353534,0,72801,46545.0,131988,Building Existing,211.8365204,2231.368622,2006,41097,1,1,2021.0,94720,1.0,Residential,1984.0,NONE,1,1714,Single Family,Aluminum/Vinyl, A70,A70,Single Family,112.6763034919724,0.2379967455173282,0.009057229615458906,7.766192479707564e-05,2.0369305902015317e-06,0,181.4088486220756,0
2630,77.55675503,34.7952834,0,72802,46546.0,131990,Building Existing,197.4857149,1979.377942,2006,16175,1,1,2021.0,28580,19.0,Building Site,1950.0,NONE,1,1044,Single Family,Aluminum/Vinyl, A70,A70,Single Family,108.3895384019269,0.16113220469381062,0.003888095803472695,2.016079863549171e-05,5.689316108601541e-07,1,174.5071568271023,0
2631,77.41719841,34.7935511,0,72804,46547.0,131995,Building Existing,173.2499971,1743.225495,2006,41100,1,1,2021.0,80250,1.0,Residential,1983.0,NONE,1,1236,Single Family,Aluminum/Vinyl, A102,A102,Single Family,112.6857790362417,0.23818265916409148,0.009073052100763396,7.788091813420185e-05,2.04242784362726e-06,0,181.42410424834915,0
2632,77.37299414,34.79295103,0,72805,46548.0,131996,Building Existing,212.8314422,2257.194224,2006,12363,1,1,2021.0,77220,19.0,Building Site,1957.0,NONE,1,1946,Single Family,Brick Veneer, A90,A90,Single Family,113.86619765151161,0.4399624876493114,0.04382464438544109,0.012307886102630878,0.008717946857915548,1,183.3245782189337,0
2633,77.37391615,34.79299968,0,72806,46549.0,131997,Building Existing,143.0306882,1070.843338,2006,18678,1,1,2021.0,28200,19.0,Building Site,1962.0,NONE,1,728,Single Family,Aluminum/Vinyl, A78,A78,Single Family,113.8402584183816,0.2688259556970218,0.01378132074391844,0.0003247768604028255,1.985541805286746e-05,0,183.2828160535944,0
2634,77.42673845,34.79366408,0,72807,46550.0,131998,Building Existing,188.372431,1730.594215,2006,23076,1,1,2021.0,0,1.0,Residential,1960.0,NONE,1,1327,Single Family,Brick Veneer, A10,A10,Single Family,112.41900131916336,0.47099851444476376,0.09776369449969219,0.007393877314923544,0.013201087759750377,0,180.994592123853,0
2635,77.38218246,34.79311871,0,72808,46551.0,131999,Building Existing,177.5064753,1666.498855,2006,57959,1,1,2021.0,146350,1.0,Residential,2001.0,NONE,2,2110,Single Family,Aluminum/Vinyl, A30,A30,Single Family,113.6265395074595,0.6743420856729614,0.19288235498282252,0.04195759331747696,0.029470822492892096,3,182.9387286070098,1
2636,77.49675644,34.79461335,0,72809,46552.0,132000,Building Existing,193.939644,1942.039981,2006,28064,1,1,2021.0,39050,19.0,Building Site,1962.0,NONE,1,1353,Single Family,Aluminum/Vinyl, A86,A86,Single Family,110.32677245186106,0.24873191534887334,0.008873150298876854,0.00019807499241544134,3.688288409109754e-07,0,177.6261036474963,0
2637,77.42266599,34.79361083,0,72811,46553.0,132002,Building Existing,323.2349032,3393.819369,2006,22979,1,1,2021.0,70020,1.0,Residential,1965.0,NONE,1,1800,Single Family,Brick Frame, A62,A62,Single Family,112.53374887999101,0.374711850225373,0.03783808437474536,0.0025386310742509985,0.002429487176225743,0,181.17933569678553,0
2638,77.42149078,34.793654,0,72812,46554.0,132003,Building Existing,172.3730168,1668.032721,2006,24722,1,1,2021.0,85360,1.0,Residential,1977.0,NONE,2,1885,Single Family,Aluminum/Vinyl, A30,A30,Single Family,112.56297430348184,0.6497929938610097,0.1721527222146862,0.03484649629077238,0.024591765228689177,1,181.22638862860578,0
2639,77.36700838,34.792901,0,72815,46555.0,132008,Building Existing,315.1846418,4556.48347,2006,51292,1,1,2021.0,86920,19.0,Building Site,1920.0,NONE,1,2004,Single Family,Aluminum/Vinyl, A106,A106,Single Family,114.01591655618644,0.40506164467702954,0.030714942530842775,0.0008291263082501626,4.1348816153748416e-05,0,183.56562565546017,0
2640,77.42538926,34.79375096,0,72816,46556.0,132011,Building Existing,179.0588614,2003.413183,2006,17273,1,1,2021.0,49010,1.0,Residential,1964.0,NONE,1,1000,Single Family,Siding on Sheathing, A110,A110,Single Family,112.45045015779239,0.24068300245220026,0.010782472609031167,0.00022204424589966572,1.2682988470009717e-05,0,181.04522475404576,0
2641,77.28006258,34.79176225,0,72817,46557.0,132013,Building Existing,240.7159652,2895.289163,2006,36752,1,1,2021.0,168850,21.0,Building Site Off-Road,2003.0,NONE,1,1962,Single Family,Brick Veneer, A82,A82,Single Family,116.61268179339356,0.5056018736959232,0.06535729184587274,0.001980330174915909,2.4195983355190483e-06,2,187.74641768736365,0
2642,77.42464405,34.79373576,0,72818,46558.0,132014,Building Existing,203.6722847,1976.135592,2006,27256,1,1,2021.0,58500,1.0,Residential,1964.0,NONE,1,1280,Single Family,Brick Frame, A14,A14,Single Family,112.47180300737489,0.3507037745155389,0.040391955644719625,0.002351794086243442,0.0008805182650940302,1,181.0796028418736,0
2643,77.4191007,34.79366855,0,72820,46559.0,132016,Building Existing,209.5600327,2261.032133,2006,7808,1,1,2021.0,92750,1.0,Residential,1980.0,NONE,1,1374,Single Family,"Frame Siding, Plywood",A2,A2,Single Family,112.6268685860498,0.4102122177207388,0.05632277177591788,0.0015459502777854413,4.0887945078325694e-05,1,181.32925842354018,0
2644,77.41818534,34.79366382,0,72822,46560.0,132018,Building Existing,211.3869746,2278.010659,2006,41088,1,1,2021.0,94610,1.0,Residential,1983.0,NONE,1,1758,Single Family,Aluminum/Vinyl, A106,A106,Single Family,112.65192138706038,0.3742937001108998,0.024824945269622315,0.0005856969314547554,2.606603330243495e-05,0,181.36959343316724,0
2645,77.24702506,34.79129468,0,72823,46561.0,132019,Building Existing,220.7183252,2173.697247,2006,26173,1,1,2021.0,39070,19.0,Building Site,1952.0,NONE,1,1199,Single Family,Aluminum/Vinyl, A86,A86,Single Family,117.59533430613962,0.42555774680805925,0.036659126629735354,0.001525211481923761,6.1796177111132674e-06,1,189.3284882328848,0
2646,77.37400659,34.7931101,0,72824,46562.0,132021,Building Existing,178.2044259,1346.111799,2006,27081,1,1,2021.0,25600,19.0,Building Site,1962.0,NONE,1,1016,Single Family,Aluminum/Vinyl, A78,A78,Single Family,113.83074697759852,0.2686290879810271,0.013758709173348253,0.00032394867919989214,1.9795644334332135e-05,0,183.26750263393365,0
2647,77.38277221,34.79320321,0,72826,46563.0,132023,Building Existing,234.0116415,3172.309304,2006,57938,1,1,2021.0,148740,1.0,Residential,2001.0,NONE,1,1973,Single Family,Aluminum/Vinyl, A6,A6,Single Family,113.60616721700801,0.3160898146080191,0.024403006585405528,0.00039629048394666236,5.1329675808220806e-06,0,182.9059292193829,0
2648,77.42086293,34.79376236,0,72829,46564.0,132028,Building Existing,221.9132545,2484.817555,2006,7337,1,1,2021.0,96070,1.0,Residential,1979.0,NONE,1,1616,Single Family,Aluminum/Vinyl,A2,A2,Single Family,112.573108561348,0.4087849135109518,0.05583248897724297,0.0015221709108502253,4.008196373571055e-05,0,181.24270478377028,0
2649,77.4199229,34.79377279,0,72830,46565.0,132029,Building Existing,157.3773863,1547.525116,2006,9943,1,1,2021.0,63680,1.0,Residential,1980.0,NONE,1,1176,Single Family,Siding on Sheathing, A102,A102,Single Family,112.59793777335597,0.23646163765820122,0.008927246059109373,7.587218102342018e-05,1.991989656676137e-06,0,181.2826798151031,0
2650,77.50809308,34.79488414,0,72833,46566.0,132033,Building Existing,217.1282097,2333.445076,2006,64439,1,1,2021.0,116200,1.0,Residential,2004.0,NONE,1,1432,Single Family,Aluminum/Vinyl, A102,A102,Single Family,109.9619808081492,0.18755668131333209,0.005373137297574877,3.365444672915253e-05,9.204840776856669e-07,0,177.03878910112024,0
2651,77.36493443,34.79300908,0,72834,46567.0,132036,Building Existing,299.6614158,3647.610011,2006,35180,1,1,2021.0,210990,19.0,Building Site,1999.0,NONE,2,2841,Single Family,Brick Veneer, A46,A46,Single Family,114.05900614583176,0.609621421235759,0.13006085522829686,0.02398804188972309,0.016777538175277915,0,183.63499989478913,0
2652,77.41734103,34.79379499,0,72836,46568.0,132039,Building Existing,162.318935,1557.09892,2006,41099,1,1,2021.0,81280,1.0,Residential,1983.0,NONE,1,1176,Single Family,"Frame Siding, Plywood", A6,A6,Single Family,112.66631248700749,0.293715083362162,0.020387849009539435,0.00029253149506669387,3.485562140760772e-06,1,181.39276310408206,0
2653,77.41759092,34.79377143,0,72837,46569.0,132041,Building Existing,230.0055029,2341.318025,2006,41098,1,1,2021.0,115990,1.0,Residential,1983.0,NONE,1,2124,Single Family,Aluminum/Vinyl, A14,A14,Single Family,112.66108068758894,0.35550994654406787,0.041624022135863595,0.002466502793975787,0.0009274208967960043,0,181.3843399070182,0
2654,77.3741429,34.79325382,0,72839,46570.0,132044,Building Existing,113.4079549,774.7780484,2006,3364,1,1,2021.0,23760,19.0,Building Site,1963.0,NONE,1,616,Single Family,Aluminum/Vinyl, A62,A62,Single Family,113.81790879156082,0.4058042785619199,0.04630493378643477,0.003478050393282891,0.0032475355747038966,0,183.24683315441294,0
2655,77.37321377,34.79319925,0,72842,46571.0,132047,Building Existing,230.7758192,2847.536854,2006,12332,1,1,2021.0,74810,19.0,Building Site,1966.0,NONE,1,2046,Single Family,Brick Veneer, A98,A98,Single Family,113.84441543159866,0.4036277688361227,0.02345811258435925,4.3502553845881745e-05,2.7713836805400493e-07,0,183.28950884487386,0
2656,77.67447902,34.79691768,0,72843,46572.0,132049,Building Existing,211.2485618,2480.147688,2006,34632,1,1,2021.0,135550,19.0,Building Site,2020.0,NONE,1,1344,Single Family,Aluminum/Vinyl, A10,A10,Single Family,105.11767769753985,0.29033001138624126,0.03186929547721145,0.0009384154647275239,0.00271921105468315,2,169.23946109303915,0
2657,77.42573718,34.79394579,0,72844,46573.0,132053,Building Existing,160.0423442,1342.038386,2006,31319,1,1,2021.0,56030,1.0,Residential,1982.0,NONE,1,1112,Single Family,Aluminum/Vinyl, A10,A10,Single Family,112.42852074974078,0.4712391694155476,0.097885553095589,0.007411211897519814,0.0132250428429486,1,181.00991840708267,0
2658,77.42135894,34.79387374,0,72845,46574.0,132054,Building Existing,203.7259998,2465.473981,2006,19611,1,1,2021.0,75550,1.0,Residential,1977.0,NONE,1,1380,Single Family,Siding on Sheathing, A86,A86,Single Family,112.55252487329702,0.29984573382400825,0.01428776745791165,0.0003882208681349294,9.229542220256768e-07,0,181.2095650460082,0
2659,77.41663463,34.79383678,0,72846,46575.0,132056,Building Existing,196.4137815,1858.874855,2006,41102,1,1,2021.0,88640,1.0,Residential,1983.0,NONE,1,1432,Single Family,Aluminum/Vinyl, A106,A106,Single Family,112.68267169974919,0.3749834491405727,0.024947179288110338,0.000590393204825903,2.634354169883602e-05,1,181.4191014365962,0
2660,77.38221637,34.79336835,0,72847,46576.0,132057,Building Existing,244.8132533,2442.215951,2006,57958,1,1,2021.0,126580,1.0,Residential,1999.0,NONE,1,1772,Single Family,Aluminum/Vinyl, A10,A10,Single Family,113.60931585629278,0.5009863034206918,0.11378760502267127,0.009844814315258035,0.016483975644956027,1,182.91099852863138,0
2661,77.42203646,34.79390532,0,72848,46577.0,132058,Building Existing,197.1234682,2309.855122,2006,27257,1,1,2021.0,70700,1.0,Residential,1977.0,NONE,1,1380,Single Family,Aluminum/Vinyl, A58,A58,Single Family,112.53209219318595,0.48163344609283726,0.06814307180727447,0.011210441485887386,0.013586430285690936,0,181.17666843102938,0
2662,77.42374655,34.79392066,0,72849,46578.0,132059,Building Existing,199.8707335,2091.413627,2006,17219,1,1,2021.0,55210,1.0,Residential,1964.0,NONE,1,1417,Single Family,Aluminum/Vinyl, A98,A98,Single Family,112.48452949346095,0.3707739928689163,0.018785962042450654,2.7478115951934306e-05,1.639641008948782e-07,0,181.10009248447216,0
2663,77.42638084,34.79396309,0,72850,46579.0,132061,Building Existing,162.8809609,1365.149767,2006,31321,1,1,2021.0,59200,1.0,Residential,1982.0,NONE,1,1112,Single Family,Aluminum/Vinyl, A62,A62,Single Family,112.4097857756673,0.37173108255832044,0.03708776282443011,0.0024608812789614974,0.002360917788734029,1,180.97975509882437,0
2664,77.28148811,34.79195463,0,72851,46580.0,132062,Building Existing,243.9713784,2732.179232,2006,58531,1,1,2021.0,117560,53.0,Building Site,1995.0,NONE,1,1680,Single Family,Brick Veneer, A10,A10,Single Family,116.55801909060722,0.5735809438688471,0.1603310731083472,0.0189481892249779,0.02749578118432856,0,187.65841073587762,0
2665,77.41819874,34.79388255,0,72852,46581.0,132064,Building Existing,175.4769294,1767.760089,2006,41087,1,1,2021.0,85620,1.0,Residential,1983.0,NONE,1,1236,Single Family,"Frame Siding, Plywood", A58,A58,Single Family,112.6375597954313,0.48430045447321096,0.06917572671795294,0.011463621800971583,0.013860259548928264,2,181.3464712706444,0
2666,77.42542369,34.79397376,0,72854,46582.0,132066,Building Existing,197.6791981,2126.036751,2006,16969,1,1,2021.0,76070,1.0,Residential,1964.0,NONE,1,1536,Single Family,Brick Veneer, A54,A54,Single Family,112.4353209369244,0.36388836983457884,0.034648290937130045,0.0005844674668313698,1.5419661135964664e-06,0,181.0208667084483,0
2667,77.34464663,34.79286898,0,72856,46583.0,132068,Building Existing,197.8284799,2225.219042,2006,536,1,1,2021.0,70910,19.0,Building Site,1962.0,NONE,1,1470,Single Family,Brick Veneer, A90,A90,Single Family,114.54673024245027,0.45679898670984026,0.04908822104372725,0.014146173512259795,0.010083837924289922,0,184.42023569034495,0
2668,77.50705888,34.79501152,0,72859,46584.0,132072,Building Existing,208.3964907,2158.754929,2006,63012,1,1,2021.0,110690,1.0,Residential,2003.0,NONE,1,1380,Single Family,Aluminum/Vinyl, A10,A10,Single Family,109.98637246955819,0.40942636532227056,0.06987751270787672,0.003950156570897102,0.008140633664253109,0,177.0780596759887,0
2669,77.41969955,34.79391332,0,72860,46585.0,132075,Building Existing,193.4509405,2079.007181,2006,31485,1,1,2021.0,77700,1.0,Residential,1980.0,NONE,1,1648,Single Family,Siding on Sheathing, A10,A10,Single Family,112.59500405802646,0.47544625990472206,0.10003304707825028,0.00771996994982509,0.013649763381219308,0,181.2779565334226,0
2670,77.41870392,34.79390866,0,72864,46586.0,132079,Building Existing,184.8259149,1963.469444,2006,21289,1,1,2021.0,87620,1.0,Residential,1980.0,NONE,1,1624,Single Family,Aluminum/Vinyl, A90,A90,Single Family,112.62223967826716,0.40922946665243254,0.03531940207786832,0.00945648481429155,0.0066200131538707106,4,181.32180588201015,1
2671,77.49985732,34.79493868,0,72865,46587.0,132080,Building Existing,213.3156479,1929.387163,2006,20911,1,1,2021.0,82520,53.0,Building Site,1973.0,NONE,1,1274,Single Family,Brick Veneer, A102,A102,Single Family,110.21236766411384,0.19196172740088618,0.005648949056685177,3.644501787032605e-05,9.923388559107332e-07,0,177.4419119392233,0
2672,77.42463638,34.79397818,0,72866,46588.0,132081,Building Existing,239.9888791,2343.944563,2006,26202,1,1,2021.0,54160,1.0,Residential,1964.0,NONE,1,1040,Single Family,Brick Frame, A78,A78,Single Family,112.45656787940361,0.2408040075595907,0.010794388747831039,0.00022242335520031937,1.2708471076619371e-05,1,181.05507428583982,0
2673,77.42396585,34.79399695,0,72868,46589.0,132083,Building Existing,207.5438066,1972.342535,2006,21672,1,1,2021.0,68320,1.0,Residential,1964.0,NONE,1,1474,Single Family,Aluminum/Vinyl,A2,A2,Single Family,112.47368230672731,0.40614659666334607,0.0549340086285511,0.001479040407472799,3.862979318520935e-05,0,181.082628513831,0
2674,77.36637088,34.79323881,0,72870,46590.0,132085,Building Existing,183.9655722,1943.020592,2006,12230,1,1,2021.0,53760,19.0,Building Site,1958.0,NONE,1,1426,Single Family,Brick Veneer, A110,A110,Single Family,114.00901482322404,0.2723281264776173,0.014187545456754899,0.0003397901722678107,2.094398600120231e-05,0,183.5545138653907,0
2675,77.38287619,34.79343763,0,72871,46591.0,132086,Building Existing,255.6518324,3139.411615,2006,57937,1,1,2021.0,151070,1.0,Residential,2001.0,NONE,1,1997,Single Family,Aluminum/Vinyl, A106,A106,Single Family,113.58818381771086,0.3953798879613988,0.02876248105233608,0.0007445933467013431,3.584387659403051e-05,0,182.87697594651448,0
2676,77.47688016,34.79470796,0,72872,46592.0,132087,Building Existing,129.193068,725.4600373,2006,167106,1,1,2021.0,14850,19.0,Building Site,2000.0,NONE,1,672,Singlewide M/H,"ALUMINUM,VINYL",B3,B3,Singlewide M/H,110.9197031571406,0.03596530802099226,0.000968242902279353,8.847671247287699e-05,7.954958168521382e-05,0,178.58072208299637,0
2677,77.21208165,34.79103054,0,72873,46593.0,132089,Building Existing,230.6754542,2390.025647,2006,4626,1,1,2021.0,89480,19.0,Building Site,1932.0,NONE,1,908,Single Family,Asbestos Shingle, A82,A82,Single Family,118.5680268769666,0.5564427626264952,0.08492026507647327,0.0031656896837650994,5.280596972157028e-06,0,190.89452327191623,0
2678,77.35822503,34.79311295,0,72875,46594.0,132091,Building Existing,249.8894079,2321.466375,2006,12256,1,2,2021.0,17520,20.0,Building Site,1976.0,NONE,1,1344,Multi-Section MH,SIDING ON SHEATHING,B3,B3,Multi-Section MH,114.21294395795921,0.055853118609866435,0.0021451647092578315,0.00021192589477706664,0.00018024789575712285,0,183.88283977231436,0
